cell,lon,lat,FG
303186,16.375,37.375,1
141838,-0.625,65.375,1
418249,-17.875,17.375,1
157602,-19.625,62.625,1
301762,20.375,37.625,1
287377,24.125,40.125,1
154669,-32.875,63.125,1
144757,9.125,64.875,1
151789,-32.875,63.625,1
307384,-14.125,36.625,1
272838,-10.625,42.625,1
153364,0.875,63.375,1
231075,-11.375,49.875,1
215215,-16.375,52.625,1
172055,-6.375,60.125,1
422568,-18.125,16.625,1
308843,-9.375,36.375,1
297442,20.375,38.375,1
143153,-31.875,65.125,1
310437,29.125,36.125,1
121606,-18.625,68.875,1
310424,25.875,36.125,1
300200,-10.125,37.875,1
188001,20.125,57.375,1
206590,-12.625,54.125,1
156141,-24.875,62.875,1
111725,31.125,70.625,1
219544,-14.125,51.875,1
307398,-10.625,36.625,1
426890,-17.625,15.875,1
281479,-10.375,41.125,1
202250,-17.625,54.875,1
320470,17.375,34.375,1
321809,-7.875,34.125,1
311735,-6.375,35.875,1
163454,3.375,61.625,1
353456,-16.125,28.625,1
228191,-12.375,50.375,1
212351,-12.375,53.125,1
141883,10.625,65.375,1
133247,11.625,66.875,1
320462,15.375,34.375,1
196511,-12.375,55.875,1
183637,9.125,58.125,1
352010,-17.625,28.875,1
294537,14.125,38.875,1
308945,16.125,36.375,1
130372,12.875,67.375,1
143320,9.875,65.125,1
103151,47.625,72.125,1
267077,-10.875,43.625,1
369300,-15.125,25.875,1
144675,-11.375,64.875,1
305962,-9.625,36.875,1
144594,-31.625,64.875,1
317587,16.625,34.875,1
169166,-8.625,60.625,1
314613,-6.875,35.375,1
314781,35.125,35.375,1
215224,-14.125,52.625,1
353462,-14.625,28.625,1
310284,-9.125,36.125,1
141719,-30.375,65.375,1
147574,-6.625,64.375,1
386571,-17.375,22.875,1
316053,-6.875,35.125,1
144758,9.375,64.875,1
143312,7.875,65.125,1
311874,28.375,35.875,1
301751,17.625,37.625,1
160436,-31.125,62.125,1
144596,-31.125,64.875,1
353452,-17.125,28.625,1
137473,-11.875,66.125,1
304556,-1.125,37.125,1
209472,-12.125,53.625,1
128935,13.625,67.625,1
305963,-9.375,36.875,1
210911,-12.375,53.375,1
301638,-10.625,37.625,1
406732,-17.125,19.375,1
278597,-10.875,41.625,1
267156,8.875,43.625,1
179296,3.875,58.875,1
144612,-27.125,64.875,1
143155,-31.375,65.125,1
117306,-13.625,69.625,1
314706,16.375,35.375,1
353457,-15.875,28.625,1
290117,-10.875,39.625,1
195084,-9.125,56.125,1
162004,0.875,61.875,1
159088,-8.125,62.375,1
278757,29.125,41.625,1
298812,2.875,38.125,1
136031,-12.375,66.375,1
265638,-10.625,43.875,1
150353,-31.875,63.875,1
353448,-18.125,28.625,1
157696,3.875,62.625,1
147590,-2.625,64.375,1
274277,-10.875,42.375,1
236836,-11.125,48.875,1
203716,-11.125,54.625,1
159001,-29.875,62.375,1
292997,-10.875,39.125,1
130261,-14.875,67.375,1
140411,2.625,65.625,1
306095,23.625,36.875,1
228196,-11.125,50.375,1
293099,14.625,39.125,1
357768,-18.125,27.875,1
291618,4.375,39.375,1
187881,-9.875,57.375,1
323338,14.375,33.875,1
326215,13.625,33.375,1
432649,-17.875,14.875,1
416809,-17.875,17.625,1
156256,3.875,62.875,1
310409,22.125,36.125,1
199375,-16.375,55.375,1
409609,-17.875,18.875,1
438408,-18.125,13.875,1
308835,-11.375,36.375,1
303184,15.875,37.375,1
439850,-17.625,13.625,1
140271,-32.375,65.625,1
268592,7.875,43.375,1
179298,4.375,58.875,1
147629,7.125,64.375,1
216664,-14.125,52.375,1
421128,-18.125,16.875,1
311901,35.125,35.875,1
359221,-14.875,27.625,1
180737,4.125,58.625,1
464335,-16.375,9.375,1
150507,6.625,63.875,1
128783,-24.375,67.625,1
143152,-32.125,65.125,1
272899,4.625,42.625,1
151864,-14.125,63.625,1
149068,6.875,64.125,1
308972,22.875,36.375,1
97297,24.125,73.125,1
321975,33.625,34.125,1
297402,10.375,38.375,1
441289,-17.875,13.375,1
146187,6.625,64.625,1
154670,-32.625,63.125,1
259906,-3.625,44.875,1
304644,20.875,37.125,1
229631,-12.375,50.125,1
160543,-4.375,62.125,1
163437,-0.875,61.625,1
293100,14.875,39.125,1
151792,-32.125,63.625,1
265715,8.625,43.875,1
265716,8.875,43.875,1
173497,-5.875,59.875,1
288726,1.375,39.875,1
308989,27.125,36.375,1
293116,18.875,39.125,1
416806,-18.625,17.625,1
150352,-32.125,63.875,1
300276,8.875,37.875,1
180688,-8.125,58.625,1
154819,4.625,63.125,1
103032,17.875,72.125,1
291661,15.125,39.375,1
117422,15.375,69.625,1
153259,-25.375,63.375,1
412488,-18.125,18.375,1
180689,-7.875,58.625,1
415371,-17.375,17.875,1
333295,-16.375,32.125,1
294543,15.625,38.875,1
130227,-23.375,67.375,1
143157,-30.875,65.125,1
310434,28.375,36.125,1
192204,-9.125,56.625,1
413928,-18.125,18.125,1
265637,-10.875,43.875,1
103149,47.125,72.125,1
311866,26.375,35.875,1
206593,-11.875,54.125,1
327738,34.375,33.125,1
300198,-10.625,37.875,1
81524,40.875,75.875,1
311865,26.125,35.875,1
298901,25.125,38.125,1
235395,-11.375,49.125,1
147554,-11.625,64.375,1
110229,17.125,70.875,1
352024,-14.125,28.875,1
148992,-12.125,64.125,1
310388,16.875,36.125,1
300342,25.375,37.875,1
195072,-12.125,56.125,1
317657,34.125,34.875,1
147479,-30.375,64.375,1
317586,16.375,34.875,1
130237,-20.875,67.375,1
179297,4.125,58.875,1
143240,-10.125,65.125,1
408172,-17.125,19.125,1
183638,9.375,58.125,1
261344,-4.125,44.625,1
84400,39.875,75.375,1
206589,-12.875,54.125,1
148993,-11.875,64.125,1
170609,-7.875,60.375,1
259904,-4.125,44.875,1
141721,-29.875,65.375,1
265661,-4.875,43.875,1
153365,1.125,63.375,1
291602,0.375,39.375,1
290256,23.875,39.625,1
303078,-10.625,37.375,1
398086,-18.625,20.875,1
140270,-32.625,65.625,1
159134,3.375,62.375,1
311740,-5.125,35.875,1
121603,-19.375,68.875,1
291675,18.625,39.375,1
219543,-14.375,51.875,1
419690,-17.625,17.125,1
134590,-12.625,66.625,1
238278,-10.625,48.625,1
151793,-31.875,63.625,1
271464,5.875,42.875,1
308946,16.375,36.375,1
117423,15.625,69.625,1
311891,32.625,35.875,1
206576,-16.125,54.125,1
150358,-30.625,63.875,1
208027,-13.375,53.875,1
229613,-16.875,50.125,1
174977,4.125,59.625,1
176373,-6.875,59.375,1
290176,3.875,39.625,1
151919,-0.375,63.625,1
257007,-8.375,45.375,1
308958,19.375,36.375,1
310430,27.375,36.125,1
153261,-24.875,63.375,1
199371,-17.375,55.375,1
149027,-3.375,64.125,1
415369,-17.875,17.875,1
153366,1.375,63.375,1
114549,17.125,70.125,1
125908,-23.125,68.125,1
426889,-17.875,15.875,1
153297,-15.875,63.375,1
157603,-19.375,62.625,1
412489,-17.875,18.375,1
144599,-30.375,64.875,1
259909,-2.875,44.875,1
148994,-11.625,64.125,1
151821,-24.875,63.625,1
413933,-16.875,18.125,1
317590,17.375,34.875,1
157695,3.625,62.625,1
423979,-25.375,16.375,1
298857,14.125,38.125,1
200810,-17.625,55.125,1
310286,-8.625,36.125,1
304623,15.625,37.125,1
153367,1.625,63.375,1
307397,-10.875,36.625,1
161982,-4.625,61.875,1
301749,17.125,37.625,1
308974,23.375,36.375,1
130224,-24.125,67.375,1
131701,-14.875,67.125,1
258447,-8.375,45.125,1
261350,-2.625,44.625,1
350590,-12.625,29.125,1
317593,18.125,34.875,1
288728,1.875,39.875,1
216672,-12.125,52.375,1
156254,3.375,62.875,1
146037,-30.875,64.625,1
130257,-15.875,67.375,1
429769,-17.875,15.375,1
304656,23.875,37.125,1
143156,-31.125,65.125,1
216668,-13.125,52.375,1
282983,5.625,40.875,1
304555,-1.375,37.125,1
307433,-1.875,36.625,1
154813,3.125,63.125,1
157657,-5.875,62.625,1
422570,-17.625,16.625,1
169161,-9.875,60.625,1
147476,-31.125,64.375,1
441288,-18.125,13.375,1
128916,8.875,67.625,1
311863,25.625,35.875,1
395207,-18.375,21.375,1
288678,-10.625,39.875,1
421099,-25.375,16.875,1
81525,41.125,75.875,1
321896,13.875,34.125,1
262788,-3.125,44.375,1
196523,-9.375,55.875,1
215229,-12.875,52.625,1
301641,-9.875,37.625,1
174937,-5.875,59.625,1
304628,16.875,37.125,1
130232,-22.125,67.375,1
271397,-10.875,42.875,1
295991,17.625,38.625,1
278786,36.375,41.625,1
161999,-0.375,61.875,1
423978,-25.625,16.375,1
295929,2.125,38.625,1
128782,-24.625,67.625,1
92979,24.625,73.875,1
136027,-13.375,66.375,1
104506,26.375,71.875,1
144714,-1.625,64.875,1
121607,-18.375,68.875,1
202249,-17.875,54.875,1
154702,-24.625,63.125,1
146150,-2.625,64.625,1
212350,-12.625,53.125,1
352029,-12.875,28.875,1
290220,14.875,39.625,1
134560,-20.125,66.625,1
359213,-16.875,27.625,1
147632,7.875,64.375,1
213782,-14.625,52.875,1
162012,2.875,61.875,1
356329,-17.875,28.125,1
169176,-6.125,60.625,1
280153,18.125,41.375,1
203710,-12.625,54.625,1
160400,-40.125,62.125,1
291617,4.125,39.375,1
411049,-17.875,18.625,1
144676,-11.125,64.875,1
353463,-14.375,28.625,1
277242,10.375,41.875,1
180739,4.625,58.625,1
310307,-3.375,36.125,1
134583,-14.375,66.625,1
303203,20.625,37.375,1
154811,2.625,63.125,1
210902,-14.625,53.375,1
151820,-25.125,63.625,1
216667,-13.375,52.375,1
153231,-32.375,63.375,1
293058,4.375,39.125,1
164860,-5.125,61.375,1
154729,-17.875,63.125,1
291672,17.875,39.375,1
156166,-18.625,62.875,1
156215,-6.375,62.875,1
162008,1.875,61.875,1
148913,-31.875,64.125,1
291616,3.875,39.375,1
154672,-32.125,63.125,1
146154,-1.625,64.625,1
153236,-31.125,63.375,1
362097,-15.875,27.125,1
419688,-18.125,17.125,1
138856,-26.125,65.875,1
432627,-23.375,14.875,1
176417,4.125,59.375,1
438404,-19.125,13.875,1
141842,0.375,65.375,1
311875,28.625,35.875,1
81523,40.625,75.875,1
156144,-24.125,62.875,1
141879,9.625,65.375,1
287381,25.125,40.125,1
326299,34.625,33.375,1
308959,19.625,36.375,1
282919,-10.375,40.875,1
307403,-9.375,36.625,1
218103,-14.375,52.125,1
157581,-24.875,62.625,1
146148,-3.125,64.625,1
321974,33.375,34.125,1
146036,-31.125,64.625,1
166289,-7.875,61.125,1
390886,-18.625,22.125,1
257008,-8.125,45.375,1
81521,40.125,75.875,1
157605,-18.875,62.625,1
310309,-2.875,36.125,1
180738,4.375,58.625,1
156213,-6.875,62.875,1
298878,19.375,38.125,1
269957,-10.875,43.125,1
154671,-32.375,63.125,1
295980,14.875,38.625,1
216666,-13.625,52.375,1
293139,24.625,39.125,1
359207,-18.375,27.625,1
95859,24.625,73.375,1
156255,3.625,62.875,1
228172,-17.125,50.375,1
131680,-20.125,67.125,1
295964,10.875,38.625,1
285897,14.125,40.375,1
442728,-18.125,13.125,1
319064,25.875,34.625,1
298834,8.375,38.125,1
157693,3.125,62.625,1
297369,2.125,38.375,1
408169,-17.875,19.125,1
291696,23.875,39.375,1
308850,-7.625,36.375,1
298813,3.125,38.125,1
287289,2.125,40.125,1
130230,-22.625,67.375,1
133121,-19.875,66.875,1
307394,-11.625,36.625,1
208031,-12.375,53.875,1
298814,3.375,38.125,1
150350,-32.625,63.875,1
147628,6.875,64.375,1
81520,39.875,75.875,1
303080,-10.125,37.375,1
295970,12.375,38.625,1
162002,0.375,61.875,1
154807,1.625,63.125,1
144598,-30.625,64.875,1
182199,9.625,58.375,1
148934,-26.625,64.125,1
319098,34.375,34.625,1
82960,39.875,75.625,1
156252,2.875,62.875,1
308968,21.875,36.375,1
131692,-17.125,67.125,1
81522,40.375,75.875,1
149034,-1.625,64.125,1
331857,-15.875,32.375,1
389450,-17.625,22.375,1
154674,-31.625,63.125,1
298810,2.375,38.125,1
225314,-11.625,50.875,1
415367,-18.375,17.875,1
294436,-11.125,38.875,1
128806,-18.625,67.625,1
157649,-7.875,62.625,1
153359,-0.375,63.375,1
421131,-17.375,16.875,1
306067,16.625,36.875,1
215213,-16.875,52.625,1
290165,1.125,39.625,1
264203,-9.375,44.125,1
317592,17.875,34.875,1
307504,15.875,36.625,1
426842,-29.625,15.875,1
130251,-17.375,67.375,1
291698,24.375,39.375,1
435528,-18.125,14.375,1
149028,-3.125,64.125,1
320471,17.625,34.375,1
136026,-13.625,66.375,1
156165,-18.875,62.875,1
284359,-10.375,40.625,1
314708,16.875,35.375,1
301750,17.375,37.625,1
140276,-31.125,65.625,1
144600,-30.125,64.875,1
144591,-32.375,64.875,1
344830,-12.625,30.125,1
288727,1.625,39.875,1
308844,-9.125,36.375,1
301748,16.875,37.625,1
128805,-18.875,67.625,1
360647,-18.375,27.375,1
173479,-10.375,59.875,1
143278,-0.625,65.125,1
306082,20.375,36.875,1
144752,7.875,64.875,1
360652,-17.125,27.375,1
294435,-11.375,38.875,1
149017,-5.875,64.125,1
314710,17.375,35.375,1
208015,-16.375,53.875,1
293059,4.625,39.125,1
190753,-11.875,56.875,1
413930,-17.625,18.125,1
301691,2.625,37.625,1
439848,-18.125,13.625,1
305956,-11.125,36.875,1
149037,-0.875,64.125,1
428329,-17.875,15.625,1
308988,26.875,36.375,1
162009,2.125,61.875,1
304625,16.125,37.125,1
293140,24.875,39.125,1
444159,-20.375,12.875,1
353451,-17.375,28.625,1
320531,32.625,34.375,1
301639,-10.375,37.625,1
298815,3.625,38.125,1
143160,-30.125,65.125,1
431209,-17.875,15.125,1
82959,39.625,75.625,1
421130,-17.625,16.875,1
121605,-18.875,68.875,1
328974,-16.625,32.875,1
366417,-15.875,26.375,1
352019,-15.375,28.875,1
130235,-21.375,67.375,1
150428,-13.125,63.875,1
264202,-9.625,44.125,1
141710,-32.625,65.375,1
264213,-6.875,44.125,1
225313,-11.875,50.875,1
393766,-18.625,21.625,1
297318,-10.625,38.375,1
196492,-17.125,55.875,1
306070,17.375,36.875,1
301784,25.875,37.625,1
103031,17.625,72.125,1
146052,-27.125,64.625,1
108841,30.125,71.125,1
144595,-31.375,64.875,1
150435,-11.375,63.875,1
262784,-4.125,44.375,1
140281,-29.875,65.625,1
292995,-11.375,39.125,1
306065,16.125,36.875,1
306068,16.875,36.875,1
416807,-18.375,17.625,1
151794,-31.625,63.625,1
314780,34.875,35.375,1
306002,0.375,36.875,1
147597,-0.875,64.375,1
218113,-11.875,52.125,1
156140,-25.125,62.875,1
143151,-32.375,65.125,1
151924,0.875,63.625,1
304645,21.125,37.125,1
108808,21.875,71.125,1
436967,-18.375,14.125,1
411047,-18.375,18.625,1
153368,1.875,63.375,1
177857,4.125,59.125,1
424010,-17.625,16.375,1
317658,34.375,34.875,1
220982,-14.625,51.625,1
310387,16.625,36.125,1
153319,-10.375,63.375,1
140290,-27.625,65.625,1
104514,28.375,71.875,1
422538,-25.625,16.625,1
130375,13.625,67.375,1
291605,1.125,39.375,1
154812,2.875,63.125,1
264218,-5.625,44.125,1
308971,22.625,36.375,1
308869,-2.875,36.375,1
425450,-17.625,16.125,1
271467,6.625,42.875,1
130374,13.375,67.375,1
130258,-15.625,67.375,1
170608,-8.125,60.375,1
319023,15.625,34.625,1
143280,-0.125,65.125,1
327739,34.625,33.125,1
151796,-31.125,63.625,1
150356,-31.125,63.875,1
91530,22.375,74.125,1
153369,2.125,63.375,1
287287,1.625,40.125,1
278758,29.375,41.625,1
192178,-15.625,56.625,1
364978,-15.625,26.625,1
172060,-5.125,60.125,1
146149,-2.875,64.625,1
81526,41.375,75.875,1
136033,-11.875,66.375,1
156111,-32.375,62.875,1
196524,-9.125,55.875,1
156217,-5.875,62.875,1
281543,5.625,41.125,1
422541,-24.875,16.625,1
464336,-16.125,9.375,1
144611,-27.375,64.875,1
372175,-16.375,25.375,1
261347,-3.375,44.625,1
311878,29.375,35.875,1
113169,32.125,70.375,1
197962,-9.625,55.625,1
295939,4.625,38.625,1
300312,17.875,37.875,1
136125,11.125,66.375,1
300197,-10.875,37.875,1
100156,18.875,72.625,1
91529,22.125,74.125,1
130252,-17.125,67.375,1
262938,34.375,44.375,1
130253,-16.875,67.375,1
320530,32.375,34.375,1
422572,-17.125,16.625,1
147477,-30.875,64.375,1
308867,-3.375,36.375,1
369296,-16.125,25.875,1
159103,-4.375,62.375,1
148917,-30.875,64.125,1
438407,-18.375,13.875,1
160445,-28.875,62.125,1
303081,-9.875,37.375,1
254144,-4.125,45.875,1
172059,-5.375,60.125,1
307546,26.375,36.625,1
419691,-17.375,17.125,1
101591,17.625,72.375,1
290168,1.875,39.625,1
280151,17.625,41.375,1
370736,-16.125,25.625,1
330416,-16.125,32.625,1
300275,8.625,37.875,1
156253,3.125,62.875,1
153260,-25.125,63.375,1
81519,39.625,75.875,1
426891,-17.375,15.875,1
206574,-16.625,54.125,1
156251,2.625,62.875,1
144746,6.375,64.875,1
280038,-10.625,41.375,1
465777,-15.875,9.125,1
249818,-5.625,46.625,1
380813,-16.875,23.875,1
138852,-27.125,65.875,1
118729,-17.875,69.375,1
130231,-22.375,67.375,1
153358,-0.625,63.375,1
298807,1.625,38.125,1
143315,8.625,65.125,1
215231,-12.375,52.625,1
154810,2.375,63.125,1
304657,24.125,37.125,1
310393,18.125,36.125,1
300244,0.875,37.875,1
180686,-8.625,58.625,1
220994,-11.625,51.625,1
150374,-26.625,63.875,1
293098,14.375,39.125,1
107396,28.875,71.375,1
154814,3.375,63.125,1
197951,-12.375,55.625,1
418248,-18.125,17.375,1
105951,27.625,71.625,1
140293,-26.875,65.625,1
101619,24.625,72.375,1
185003,-9.375,57.875,1
294519,9.625,38.875,1
144693,-6.875,64.875,1
271461,5.125,42.875,1
310390,17.375,36.125,1
352021,-14.875,28.875,1
222424,-14.125,51.375,1
268595,8.625,43.375,1
182200,9.875,58.375,1
156145,-23.875,62.875,1
150354,-31.625,63.875,1
159133,3.125,62.375,1
313310,27.375,35.625,1
95860,24.875,73.375,1
151797,-30.875,63.625,1
110284,30.875,70.875,1
169171,-7.375,60.625,1
412486,-18.625,18.375,1
156216,-6.125,62.875,1
246936,-6.125,47.125,1
146190,7.375,64.625,1
147627,6.625,64.375,1
270033,8.125,43.125,1
162015,3.625,61.875,1
373615,-16.375,25.125,1
314750,27.375,35.375,1
353454,-16.625,28.625,1
147555,-11.375,64.375,1
434088,-18.125,14.625,1
249819,-5.375,46.625,1
215225,-13.875,52.625,1
245491,-7.375,47.375,1
82961,40.125,75.625,1
308955,18.625,36.375,1
97296,23.875,73.125,1
406728,-18.125,19.375,1
200809,-17.875,55.125,1
154818,4.375,63.125,1
101597,19.125,72.375,1
304624,15.875,37.125,1
105906,16.375,71.625,1
169174,-6.625,60.625,1
272837,-10.875,42.625,1
426843,-29.375,15.875,1
154806,1.375,63.125,1
156167,-18.375,62.875,1
438406,-18.625,13.875,1
376494,-16.625,24.625,1
143238,-10.625,65.125,1
307434,-1.625,36.625,1
287238,-10.625,40.125,1
290191,7.625,39.625,1
143242,-9.625,65.125,1
301744,15.875,37.625,1
354902,-14.625,28.375,1
143275,-1.375,65.125,1
144759,9.625,64.875,1
245490,-7.625,47.375,1
432648,-18.125,14.875,1
310423,25.625,36.125,1
300245,1.125,37.875,1
177811,-7.375,59.125,1
415366,-18.625,17.875,1
278712,17.875,41.625,1
259889,-7.875,44.875,1
364982,-14.625,26.625,1
311861,25.125,35.875,1
307399,-10.375,36.625,1
154730,-17.625,63.125,1
130225,-23.875,67.375,1
229633,-11.875,50.125,1
382251,-17.375,23.625,1
111673,18.125,70.625,1
310310,-2.625,36.125,1
154809,2.125,63.125,1
104577,44.125,71.875,1
262764,-9.125,44.375,1
383690,-17.625,23.375,1
284476,18.875,40.625,1
262789,-2.875,44.375,1
295982,15.375,38.625,1
148996,-11.125,64.125,1
311728,-8.125,35.875,1
150436,-11.125,63.875,1
377934,-16.625,24.375,1
262773,-6.875,44.375,1
248377,-5.875,46.875,1
313292,22.875,35.625,1
120296,13.875,69.125,1
261343,-4.375,44.625,1
97298,24.375,73.125,1
308950,17.375,36.375,1
170601,-9.875,60.375,1
301637,-10.875,37.625,1
307402,-9.625,36.625,1
131683,-19.375,67.125,1
130226,-23.625,67.375,1
82971,42.625,75.625,1
316151,17.625,35.125,1
435486,-28.625,14.375,1
298858,14.375,38.125,1
264216,-6.125,44.125,1
291556,-11.125,39.375,1
324663,-14.375,33.625,1
310389,17.125,36.125,1
255567,-8.375,45.625,1
259887,-8.375,44.875,1
413926,-18.625,18.125,1
101592,17.875,72.375,1
278711,17.625,41.625,1
144715,-1.375,64.875,1
259908,-3.125,44.875,1
293112,17.875,39.125,1
162010,2.375,61.875,1
281595,18.625,41.125,1
200811,-17.375,55.125,1
359216,-16.125,27.625,1
264224,-4.125,44.125,1
150357,-30.875,63.875,1
308952,17.875,36.375,1
144720,-0.125,64.875,1
288781,15.125,39.875,1
151817,-25.875,63.625,1
360654,-16.625,27.375,1
177858,4.375,59.125,1
415370,-17.625,17.875,1
314779,34.625,35.375,1
298866,16.375,38.125,1
288798,19.375,39.875,1
298873,18.125,38.125,1
228187,-13.375,50.375,1
264200,-10.125,44.125,1
153318,-10.625,63.375,1
285849,2.125,40.375,1
418222,-24.625,17.375,1
298892,22.875,38.125,1
304637,19.125,37.125,1
375055,-16.375,24.875,1
304638,19.375,37.125,1
670135,-46.375,-26.375,2
671575,-46.375,-26.625,2
664389,-42.875,-25.375,2
661510,-42.625,-24.875,2
665829,-42.875,-25.625,2
661509,-42.875,-24.875,2
664390,-42.625,-25.375,2
667267,-43.375,-25.875,2
687426,-43.625,-29.375,2
662950,-42.625,-25.125,2
658630,-42.625,-24.375,2
688868,-43.125,-29.625,2
688867,-43.375,-29.625,2
478046,171.375,7.125,3
511172,172.875,1.375,3
573041,160.125,-9.375,3
527064,-174.125,-1.625,3
531379,-175.375,-2.375,3
531289,162.125,-2.125,3
540028,-173.125,-3.875,3
525582,175.375,-1.125,3
528505,-173.875,-1.875,3
541470,-172.625,-4.125,3
538588,-173.125,-3.625,3
537158,-170.625,-3.375,3
532730,162.375,-2.375,3
529945,-173.875,-2.125,3
528534,-166.625,-1.875,3
548665,-173.875,-5.375,3
531378,-175.625,-2.375,3
532819,-175.375,-2.625,3
532821,-174.875,-2.625,3
535692,-177.125,-3.125,3
535720,-170.125,-3.125,3
538571,-177.375,-3.625,3
529943,-174.375,-2.125,3
537147,-173.375,-3.375,3
537146,-173.625,-3.375,3
538565,-178.875,-3.625,3
540011,-177.375,-3.875,3
535709,-172.875,-3.125,3
529848,161.875,-1.875,3
521244,170.875,-0.375,3
557328,-168.125,-6.875,3
535693,-176.875,-3.125,3
534269,-172.875,-2.875,3
538596,-171.125,-3.625,3
532820,-175.125,-2.625,3
545785,-173.875,-4.875,3
551545,-173.875,-5.875,3
527063,-174.375,-1.625,3
538566,-178.625,-3.625,3
529944,-174.125,-2.125,3
541471,-172.375,-4.125,3
527065,-173.875,-1.625,3
528502,-174.625,-1.875,3
532818,-175.625,-2.625,3
534243,-179.375,-2.875,3
528533,-166.875,-1.875,3
529947,-173.375,-2.125,3
541468,-173.125,-4.125,3
550105,-173.875,-5.625,3
529942,-174.625,-2.125,3
538532,172.875,-3.375,3
531411,-167.375,-2.375,3
531389,-172.875,-2.375,3
539977,174.125,-3.625,3
529896,173.875,-1.875,3
540003,-179.375,-3.875,3
529948,-173.125,-2.125,3
529949,-172.875,-2.125,3
537159,-170.375,-3.375,3
541447,-178.375,-4.125,3
528509,-172.875,-1.875,3
558768,-168.125,-7.125,3
541455,-176.375,-4.125,3
532822,-174.625,-2.625,3
532817,-175.875,-2.625,3
535706,-173.625,-3.125,3
488238,-160.625,5.125,3
534268,-173.125,-2.875,3
537160,-170.125,-3.375,3
528535,-166.375,-1.875,3
539976,173.875,-3.625,3
531323,170.625,-2.125,3
538600,-170.125,-3.625,3
514046,171.375,0.875,3
534257,-175.875,-2.875,3
531380,-175.125,-2.375,3
538587,-173.375,-3.625,3
535684,-179.125,-3.125,3
541477,-170.875,-4.125,3
548664,-174.125,-5.375,3
542901,-174.875,-4.375,3
528506,-173.625,-1.875,3
531385,-173.875,-2.375,3
528501,-174.875,-1.875,3
531483,-149.375,-2.375,3
538570,-177.625,-3.625,3
538586,-173.625,-3.625,3
538589,-172.875,-3.625,3
557327,-168.375,-6.875,3
535697,-175.875,-3.125,3
544348,-173.125,-4.625,3
538567,-178.375,-3.625,3
532839,-170.375,-2.625,3
531377,-175.875,-2.375,3
537157,-170.875,-3.375,3
521243,170.625,-0.375,3
528508,-173.125,-1.875,3
540027,-173.375,-3.875,3
534256,-176.125,-2.875,3
534258,-175.625,-2.875,3
489677,-160.875,4.875,3
528532,-167.125,-1.875,3
529889,172.125,-1.875,3
527099,-165.375,-1.625,3
535696,-176.125,-3.125,3
544346,-173.625,-4.625,3
529897,174.125,-1.875,3
541467,-173.375,-4.125,3
571599,159.625,-9.125,3
532840,-170.125,-2.625,3
531383,-174.375,-2.375,3
539994,178.375,-3.625,3
516923,170.625,0.375,3
538564,-179.125,-3.625,3
531365,-178.875,-2.375,3
529965,-168.875,-2.125,3
538560,179.875,-3.375,3
535691,-177.375,-3.125,3
540021,-174.875,-3.875,3
528526,-168.625,-1.875,3
535721,-169.875,-3.125,3
529960,-170.125,-2.125,3
531398,-170.625,-2.375,3
537161,-169.875,-3.375,3
541461,-174.875,-4.125,3
541448,-178.125,-4.125,3
528507,-173.375,-1.875,3
541469,-172.875,-4.125,3
535719,-170.375,-3.125,3
535708,-173.125,-3.125,3
528610,-147.625,-1.875,3
535707,-173.375,-3.125,3
541466,-173.625,-4.125,3
550091,-177.375,-5.625,3
507013,-146.875,1.875,3
528504,-174.125,-1.875,3
516924,170.875,0.375,3
522687,171.625,-0.625,3
538572,-177.125,-3.625,3
511198,179.375,1.375,3
539995,178.625,-3.625,3
545786,-173.625,-4.875,3
535701,-174.875,-3.125,3
502634,-161.625,2.625,3
529967,-168.375,-2.125,3
534260,-175.125,-2.875,3
541449,-177.875,-4.125,3
527093,-166.875,-1.625,3
537128,-178.125,-3.375,3
540004,-179.125,-3.875,3
535673,178.125,-2.875,3
534215,173.625,-2.625,3
529973,-166.875,-2.125,3
531381,-174.875,-2.375,3
491117,-160.875,4.625,3
538563,-179.375,-3.625,3
537132,-177.125,-3.375,3
490978,164.375,4.875,3
529946,-173.625,-2.125,3
522759,-170.375,-0.875,3
538569,-177.875,-3.625,3
537119,179.625,-3.125,3
528523,-169.375,-1.875,3
532826,-173.625,-2.625,3
519830,177.375,-0.125,3
535678,179.375,-2.875,3
504126,-148.625,2.375,3
541454,-176.625,-4.125,3
529888,171.875,-1.875,3
531364,-179.125,-2.375,3
528531,-167.375,-1.875,3
541456,-176.125,-4.125,3
532824,-174.125,-2.625,3
534267,-173.375,-2.875,3
531399,-170.375,-2.375,3
531326,171.375,-2.125,3
535700,-175.125,-3.125,3
532729,162.125,-2.375,3
538555,178.625,-3.375,3
542909,-172.875,-4.375,3
538554,178.375,-3.375,3
540008,-178.125,-3.875,3
538568,-178.125,-3.625,3
537148,-173.125,-3.375,3
531387,-173.375,-2.375,3
538537,174.125,-3.375,3
508270,167.375,1.875,3
535694,-176.625,-3.125,3
529972,-167.125,-2.125,3
532803,-179.375,-2.625,3
547223,-174.375,-5.125,3
551529,-177.875,-5.875,3
538531,172.625,-3.375,3
540002,-179.625,-3.875,3
501283,-139.375,2.875,3
540026,-173.625,-3.875,3
538558,179.375,-3.375,3
545781,-174.875,-4.875,3
531400,-170.125,-2.375,3
529971,-167.375,-2.125,3
540007,-178.375,-3.875,3
537096,173.875,-3.125,3
534259,-175.375,-2.875,3
531322,170.375,-2.125,3
528451,172.625,-1.625,3
